first_name,last_name,age,email,country,postal_code,favorite_color,frequency_of_visits,favorite_menu_item,employment_status,Gender,Is Male,Above 30,Below 30
Tulley,Seatter,76,tseatterps@unc.edu,Cyprus,,blue,4.1,McNuggets,Part-time,Male,1,1,0
Nancee,Sheward,65,nshewardpt@addtoany.com,Thailand,30430,blue,1.0,Quarter Pounder,Full-time,Female,0,1,0
Emmalynne,Wilsey,73,ewilseypu@usda.gov,Libya,,red,0.8,McNuggets,Retired,Female,0,1,0
Fons,Bownd,20,fbowndpv@hud.gov,Brazil,77895-000,green,0.0,Big Mac,Part-time,Male,1,0,1
Sharity,Keuntje,72,skeuntjepw@icio.us,Iran,,red,5.9,Big Mac,Full-time,Female,0,1,0
Phylys,Ancell,66,pancellpx@is.gd,Philippines,8427,green,5.0,Quarter Pounder,Part-time,Female,0,1,0
Holly,Maysor,18,hmaysorpy@gnu.org,Vietnam,,red,5.5,McNuggets,Retired,Female,0,0,1
Suzie,Drohun,42,sdrohunpz@1und1.de,Lithuania,59001,blue,4.3,Quarter Pounder,Student,Female,0,1,0
Ash,Bratton,38,abrattonq0@go.com,Vietnam,,green,1.9,McNuggets,Student,Male,1,1,0
Inglebert,Biswell,30,ibiswellq1@usa.gov,Bulgaria,9960,red,0.4,Big Mac,Retired,Male,1,1,1
Evelyn,Tanzer,80,etanzerq2@digg.com,Czech Republic,271 01,blue,3.8,Big Mac,Retired,Male,1,1,0
Lauren,Halsho,23,lhalshoq3@wordpress.org,China,,green,6.8,Big Mac,Student,Male,1,0,1
Ephraim,Tipping,80,etippingq4@pinterest.com,Ghana,,red,3.4,Quarter Pounder,Student,Male,1,1,0
Genevieve,Zanioletti,30,gzaniolettiq5@reverbnation.com,China,,green,5.7,Big Mac,Retired,Female,0,1,1
Sheela,Fetherby,19,sfetherbyq6@gizmodo.com,Paraguay,,green,6.2,McNuggets,Retired,Female,0,0,1
Yehudit,Gothliff,64,ygothliffq7@addthis.com,Russia,175323,blue,4.1,Big Mac,Part-time,Male,1,1,0
Tonya,Brimmacombe,38,tbrimmacombeq8@reference.com,Peru,,green,1.6,McNuggets,Retired,Female,0,1,0
Ransell,Eannetta,30,reannettaq9@nbcnews.com,China,,red,4.8,McNuggets,Student,Male,1,1,1
Christean,Ruske,67,cruskeqa@comsenz.com,Myanmar,,green,2.8,McNuggets,Retired,Female,0,1,0
Calhoun,Matejovsky,73,cmatejovskyqb@reverbnation.com,Sweden,168 74,green,4.7,Big Mac,Part-time,Male,1,1,0
Milzie,Mence,82,mmenceqc@multiply.com,Poland,27-415,green,3.7,Big Mac,Student,Female,0,1,0
Tonnie,Royle,44,troyleqd@sphinn.com,Indonesia,,red,4.6,Quarter Pounder,Part-time,Male,1,1,0
Dorolisa,Collingdon,22,dcollingdonqe@simplemachines.org,Portugal,7430-315,green,6.8,Big Mac,Student,Female,0,0,1
Frankie,Kinnen,42,fkinnenqf@zimbio.com,Norway,1252,blue,1.3,Quarter Pounder,Full-time,Female,0,1,0
Lia,Barbier,55,lbarbierqg@infoseek.co.jp,Philippines,8421,blue,6.7,Quarter Pounder,Retired,Female,0,1,0
Gael,Bartosik,20,gbartosikqh@sun.com,Japan,950-3341,green,0.8,Big Mac,Retired,Male,1,0,1
Barby,Cunningham,41,bcunninghamqi@unicef.org,Mongolia,,green,2.3,McNuggets,Student,Female,0,1,0
Hadrian,Wetherell,36,hwetherellqj@qq.com,Burkina Faso,,green,4.2,Big Mac,Part-time,Male,1,1,0
Roselia,Hackett,27,rhackettqk@fastcompany.com,Czech Republic,783 56,red,5.6,Quarter Pounder,Part-time,Female,0,0,1
Jerrold,Skellington,31,jskellingtonql@cloudflare.com,China,,red,0.3,Big Mac,Full-time,Male,1,1,0
Appolonia,Thornewill,74,athornewillqm@acquirethisname.com,Philippines,6538,red,6.8,Big Mac,Student,Female,0,1,0
Mufinella,Boyne,57,mboyneqn@163.com,China,,blue,1.5,Quarter Pounder,Part-time,Female,0,1,0
Chickie,Featherstone,54,cfeatherstoneqo@lulu.com,Canada,G5J,red,5.7,Big Mac,Retired,Female,0,1,0
Claudine,Gauson,44,cgausonqp@chicagotribune.com,Philippines,8112,red,3.0,McNuggets,Student,Female,0,1,0
Jordain,Extill,66,jextillqq@theguardian.com,Slovenia,2341,blue,4.4,Quarter Pounder,Retired,Female,0,1,0
Cyndi,Cartwright,85,ccartwrightqr@apache.org,Portugal,4580-634,red,5.6,McNuggets,Retired,Female,0,1,0
Boniface,Wilcocks,56,bwilcocksqs@ustream.tv,Vietnam,,blue,5.5,McNuggets,Retired,Male,1,1,0
Benyamin,Jurick,74,bjurickqt@loc.gov,Poland,02-983,blue,0.1,Big Mac,Part-time,Male,1,1,0
Arnuad,Ghost,62,aghostqu@ucoz.ru,Canada,J0J,green,3.4,Quarter Pounder,Full-time,Male,1,1,0
Clarette,Teaze,54,cteazeqv@tinypic.com,China,,blue,3.6,Big Mac,Part-time,Female,0,1,0
Howard,Lambin,36,hlambinqw@springer.com,China,,red,0.4,Big Mac,Full-time,Male,1,1,0
Guilbert,Athowe,81,gathoweqx@ebay.co.uk,China,,blue,6.4,Quarter Pounder,Part-time,Male,1,1,0
Adiana,Blanche,40,ablancheqy@ow.ly,Czech Republic,671 53,green,6.3,McNuggets,Full-time,Female,0,1,0
Madison,Garrick,19,mgarrickqz@tuttocitta.it,Netherlands,5204,blue,5.0,Quarter Pounder,Full-time,Male,1,0,1
Rowland,Thackeray,82,rthackerayr0@cloudflare.com,Peru,,blue,4.1,Quarter Pounder,Full-time,Male,1,1,0
Gawain,Surmeyer,37,gsurmeyerr1@scientificamerican.com,Venezuela,,green,1.0,Big Mac,Part-time,Male,1,1,0
Cobby,Buchanan,80,cbuchananr2@marriott.com,China,,green,6.8,Big Mac,Full-time,Male,1,1,0
Aubrey,Pohl,83,apohlr3@rediff.com,Poland,73-121,blue,5.9,Quarter Pounder,Part-time,Female,0,1,0
Nananne,Roscamp,20,nroscampr4@unc.edu,Philippines,6326,red,4.5,McNuggets,Part-time,Female,0,0,1
Mycah,Blaszczyk,76,mblaszczykr5@quantcast.com,Venezuela,,blue,4.6,Quarter Pounder,Retired,Male,1,1,0
Frans,Pigdon,63,fpigdonr6@naver.com,Egypt,,red,0.7,Big Mac,Part-time,Male,1,1,0
Francyne,Murch,69,fmurchr7@cdbaby.com,Tunisia,,green,5.9,Quarter Pounder,Retired,Female,0,1,0
Ole,Comford,63,ocomfordr8@woothemes.com,Brazil,11250-000,blue,1.3,McNuggets,Retired,Male,1,1,0
Tine,Blackett,46,tblackettr9@salon.com,China,,blue,3.3,McNuggets,Retired,Female,0,1,0
Felicio,Russell,54,frussellra@businesswire.com,Indonesia,,green,2.4,Quarter Pounder,Part-time,Male,1,1,0
Ermengarde,Scadding,77,escaddingrb@lulu.com,China,,blue,6.4,Quarter Pounder,Full-time,Female,0,1,0
Claudell,Storek,47,cstorekrc@nydailynews.com,Nigeria,,green,1.4,Quarter Pounder,Student,Male,1,1,0
Carlye,Benbrick,58,cbenbrickrd@google.pl,Indonesia,,blue,3.4,Quarter Pounder,Part-time,Female,0,1,0
Solomon,Radmore,73,sradmorere@tumblr.com,China,,green,3.3,McNuggets,Retired,Male,1,1,0
Kelsi,Bault,41,kbaultrf@privacy.gov.au,Russia,357838,red,3.5,McNuggets,Retired,Female,0,1,0
Haven,Dawtre,43,hdawtrerg@dedecms.com,Turkey,55530,red,2.2,Quarter Pounder,Part-time,Male,1,1,0
Bran,Swalwel,69,bswalwelrh@bigcartel.com,Indonesia,,red,5.4,Big Mac,Part-time,Male,1,1,0
Winfred,Westfalen,73,wwestfalenri@admin.ch,Portugal,4765-497,red,1.9,Quarter Pounder,Part-time,Male,1,1,0
Mercie,Dreher,42,mdreherrj@dedecms.com,Cameroon,,blue,3.8,Big Mac,Retired,Female,0,1,0
Ingaborg,Whife,73,iwhiferk@fema.gov,Peru,,green,1.4,Big Mac,Part-time,Female,0,1,0
Charmane,Kennifeck,65,ckennifeckrl@disqus.com,China,,green,3.1,Big Mac,Part-time,Female,0,1,0
Jorie,Yurivtsev,48,jyurivtsevrm@google.com.au,Portugal,2965-207,green,6.5,Big Mac,Retired,Female,0,1,0
Donovan,Jancic,57,djancicrn@tuttocitta.it,Sweden,974 23,green,4.6,Big Mac,Part-time,Male,1,1,0
Evanne,Weblin,23,eweblinro@google.co.jp,Japan,811-1122,red,1.4,McNuggets,Part-time,Female,0,0,1
Milton,Gaynes,35,mgaynesrp@hp.com,Greece,,red,4.1,Big Mac,Retired,Male,1,1,0
Freeman,Forsdyke,23,fforsdykerq@printfriendly.com,Syria,,green,1.5,Big Mac,Full-time,Male,1,0,1
Rhodia,Mistry,71,rmistryrr@sbwire.com,Poland,42-256,red,5.4,Big Mac,Retired,Female,0,1,0
